name,img_url
slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png
slowbro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png
magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
magneton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
farfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
doduo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
dodrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
seel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png
dewgong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
muk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png
shellder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png
cloyster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
haunter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
gengar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
onix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png
drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
hypno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
krabby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
kingler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
voltorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
electrode,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
exeggcute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
exeggutor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
marowak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
hitmonlee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
hitmonchan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
weezing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
rhydon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
seadra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
seaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
starmie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
mr-mime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
jynx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
electabuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
magmar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
pinsir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
tauros,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
gyarados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
lapras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
vaporeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
jolteon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
flareon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png
omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png
omastar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
kabutops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
snorlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
unown-a,
wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
lairon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
aggron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
medicham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
manectric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
